time	x	y	vx	vy	ax	ay	t
2.38745699018	-9.98982569006	-12.7022902396	-9.45457454692	-14.1931281877	0.	-9.81	1.15
2.39745699018	-10.0843714355	-12.8447120214	-9.45457454692	-14.2912281877	0.	-9.81	1.16
2.40745699018	-10.178917181	-12.9881148033	-9.45457454692	-14.3893281877	0.	-9.81	1.17
2.41745699018	-10.2734629265	-13.1324985852	-9.45457454692	-14.4874281877	0.	-9.81	1.18
2.42745699018	-10.3680086719	-13.2778633671	-9.45457454692	-14.5855281877	0.	-9.81	1.19
2.43745699018	-10.4625544174	-13.4242091489	-9.45457454692	-14.6836281877	0.	-9.81	1.2
2.44745699018	-10.5571001629	-13.5715359308	-9.45457454692	-14.7817281877	0.	-9.81	1.21
2.45745699018	-10.6516459083	-13.7198437127	-9.45457454692	-14.8798281877	0.	-9.81	1.22
2.46745699018	-10.7461916538	-13.8691324946	-9.45457454692	-14.9779281877	0.	-9.81	1.23
2.47745699018	-10.8407373993	-14.0194022765	-9.45457454692	-15.0760281877	0.	-9.81	1.24
2.48745699018	-10.9352831448	-14.1706530583	-9.45457454692	-15.1741281877	0.	-9.81	1.25
2.49745699018	-11.0298288902	-14.3228848402	-9.45457454692	-15.2722281877	0.	-9.81	1.26
2.50745699018	-11.1243746357	-14.4760976221	-9.45457454692	-15.3703281877	0.	-9.81	1.27
2.51745699018	-11.2189203812	-14.630291404	-9.45457454692	-15.4684281877	0.	-9.81	1.28
2.52745699018	-11.3134661266	-14.7854661858	-9.45457454692	-15.5665281877	0.	-9.81	1.29
2.53745699018	-11.4080118721	-14.9416219677	-9.45457454692	-15.6646281877	0.	-9.81	1.3
2.54745699018	-11.5025576176	-15.0987587496	-9.45457454692	-15.7627281877	0.	-9.81	1.31
2.55745699018	-11.597103363	-15.2568765315	-9.45457454692	-15.8608281877	0.	-9.81	1.32
2.56745699018	-11.6916491085	-15.4159753134	-9.45457454692	-15.9589281877	0.	-9.81	1.33
2.57745699018	-11.786194854	-15.5760550952	-9.45457454692	-16.0570281877	0.	-9.81	1.34
2.58745699018	-11.8807405994	-15.7371158771	-9.45457454692	-16.1551281877	0.	-9.81	1.35
2.59745699018	-11.9752863449	-15.899157659	-9.45457454692	-16.2532281877	0.	-9.81	1.36
2.60745699018	-12.0698320904	-16.0621804409	-9.45457454692	-16.3513281877	0.	-9.81	1.37
2.61745699018	-12.1643778359	-16.2261842227	-9.45457454692	-16.4494281877	0.	-9.81	1.38
2.62745699018	-12.2589235813	-16.3911690046	-9.45457454692	-16.5475281877	0.	-9.81	1.39
2.63745699018	-12.3534693268	-16.5571347865	-9.45457454692	-16.6456281877	0.	-9.81	1.4
2.64745699018	-12.4480150723	-16.7240815684	-9.45457454692	-16.7437281877	0.	-9.81	1.41
2.65745699018	-12.5425608177	-16.8920093503	-9.45457454692	-16.8418281877	0.	-9.81	1.42
2.66745699018	-12.6371065632	-17.0609181321	-9.45457454692	-16.9399281877	0.	-9.81	1.43
